id,codigoCPTM,DESCRICAO,Fabricante,Modelo,status,AREA_FK
260,115229,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
261,115230,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
262,115231,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
263,115232,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
264,115233,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
265,115234,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
266,115235,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
267,115236,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
268,115237,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
269,115238,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
270,115239,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
271,115240,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
272,115241,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
273,115242,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
274,115243,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
275,115244,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
276,115245,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
277,115246,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
278,115247,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
279,115248,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
280,115249,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
281,115250,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
282,115251,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
283,115252,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
284,115253,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA,FLUKE,376FC,DISPONIVEL,109
285,115254,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL N/S 46845159SV,,,DISPONIVEL,109
286,115255,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,110
287,115256,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,110
288,115257,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,110
289,115258,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,110
290,115259,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,110
291,115260,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,110
292,115261,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL N/S 46965096SV,,,DISPONIVEL,109
293,115262,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,109
294,115263,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,109
295,115264,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,109
296,115265,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
297,115266,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
298,115267,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
299,115268,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
300,115269,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
301,115270,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
302,115271,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
303,115272,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
304,115273,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
305,115274,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
306,115275,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
307,115276,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
308,115277,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
309,115278,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
310,115279,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
311,115280,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
312,115281,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
313,115282,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
314,115283,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
315,115284,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
316,115285,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
317,115286,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
318,115287,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
319,115288,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
320,115289,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
321,115290,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
322,115291,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
323,115292,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
324,115293,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
325,115294,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
326,115295,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
327,115296,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
328,115297,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
329,115298,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
330,115299,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
331,115300,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
332,115301,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
333,115302,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
334,115303,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
335,115304,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
336,115305,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
337,115306,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
338,115307,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
339,115308,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
340,115309,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
341,115310,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
342,115311,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
343,115312,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
344,115313,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
345,115314,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
346,115315,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
347,115316,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
348,115317,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
349,115318,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
350,115319,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
351,115320,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
352,115321,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
353,115322,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
354,115323,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
355,115324,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
356,115325,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
357,115326,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
358,115327,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
359,115328,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
360,115329,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
361,115330,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
362,115331,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
363,115332,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
364,115333,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
365,115334,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
366,115335,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
367,115336,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
368,115337,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
369,115338,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
370,115339,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
371,115340,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
372,115341,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
373,115342,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
374,115343,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
375,115344,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
376,115345,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
377,115346,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
378,115347,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
379,115348,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
380,115349,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
381,115350,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
382,115351,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
383,115352,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
384,115353,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
385,115354,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
386,115355,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
387,115356,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
388,115357,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
389,115358,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
390,115359,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
391,115360,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
392,115361,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
393,115362,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
394,115363,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
395,115364,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
396,115365,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
397,115366,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
398,115367,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
399,115368,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
400,115369,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
401,115370,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
402,115371,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
403,115372,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
404,115373,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
405,115374,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,111
406,115375,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,1
407,115376,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,1
408,115377,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,1
409,115657,AMPERÍMETRO ALICATE C/ GARRA DE CORRENTE FLEXÍVEL E BOLSA ,FLUKE,376FC,DISPONIVEL,1
